song_name,window_start,window_end,actual_bpm,pred_bpm
Bad Ketchup,0.0,40.0,180.0,176.0
Bad Ketchup,40.0,80.0,180.0,176.0
Bad Ketchup,80.0,120.0,180.0,176.0
Bad Ketchup,120.0,142.3774375,180.0,176.0
Bitch Clap,0.0,40.0,150.0,150.0
Bitch Clap,40.0,80.0,150.0,150.0
Bitch Clap,80.0,120.0,150.0,150.0
Bitch Clap,120.0,127.60000000000001,150.0,150.0
Bitch Clap,128.39166666666668,129.6,20.0,150.0
Call Me Maybe (Remix),0.0,40.0,124.0,125.0
Call Me Maybe (Remix),40.0,80.0,124.0,125.0
Call Me Maybe (Remix),80.0,120.0,124.0,125.0
Call Me Maybe (Remix),120.0,150.0,124.0,125.0
Dead Hollywood,0.0,40.0,172.0,166.67
Dead Hollywood,40.0,80.0,172.0,166.67
Dead Hollywood,80.0,120.0,172.0,166.7
Dead Hollywood,120.0,122.74725,172.0,166.67
Deal With It,0.0,40.0,130.0,130.43
Deal With It,40.0,80.0,130.0,130.4
Deal With It,80.0,120.0,130.0,130.4
Deal With It,120.0,133.718875,130.0,130.4
Gangnam Style,0.0,40.0,132.0,130.43
Gangnam Style,40.0,80.0,132.0,130.4
Gangnam Style,80.0,120.0,132.0,130.4
Gangnam Style,120.0,147.272625,132.0,130.4
Girls,0.0,40.0,124.712,125.0
Girls,40.0,80.0,124.712,125.0
Girls,80.0,120.0,124.712,125.0
Girls,120.0,124.12598627237153,124.712,125.0
Girls,124.12598627237153,127.974875,31.178,125.0
Goin' Under,0.0,40.0,210.0,103.45
Goin' Under,40.0,80.0,210.0,103.5
Goin' Under,80.0,120.0,210.0,103.5
Goin' Under,120.0,123.428625,210.0,103.5
Goodbye (2012 Mix),0.0,40.0,170.0,166.67
Goodbye (2012 Mix),40.0,80.0,170.0,166.67
Goodbye (2012 Mix),80.0,120.0,170.0,176.0
Goodbye (2012 Mix),120.0,134.8235,170.0,176.0
Human Error,0.0,27.457627118644066,177.0,176.47
Human Error,27.457627118644066,29.41050691889236,215.067,176.47
Human Error,29.749489969739816,31.14440411277431,215.067,176.5
Human Error,32.16152275684211,34.11440255709041,215.067,176.5
Human Error,35.67753836605395,36.694487518596326,177.0,176.5
Human Error,36.694487518596326,38.36838449023772,215.067,176.5
Human Error,38.70736754108518,40.66024734133348,215.067,176.5
Human Error,41.338213443028394,43.01211041466979,215.067,176.5
Human Error,43.01211041466979,83.01211041466979,177.0,176.5
Human Error,83.01211041466979,89.4527883807715,177.0,176.47
Human Error,89.4527883807715,91.40566818101979,215.067,176.5
Human Error,91.74465123186725,93.13956537490175,215.067,176.5
Human Error,94.15668401896953,96.10956381921783,215.067,176.5
Human Error,97.67269962818139,98.68964878072376,177.0,176.5
Human Error,98.68964878072376,100.36354575236516,215.067,176.5
Human Error,100.70252880321262,102.65540860346091,215.067,176.5
Human Error,103.33337470515583,105.00727167679723,215.067,176.5
Human Error,105.00727167679723,143.7655625,177.0,176.47
Inner Universe (Extended Mix),0.0,40.0,196.0,100.0
Inner Universe (Extended Mix),40.0,80.0,196.0,100.0
Inner Universe (Extended Mix),80.0,120.0,196.0,100.0
Inner Universe (Extended Mix),120.0,160.0,196.0,100.0
Inner Universe (Extended Mix),160.0,200.0,196.0,100.0
Inner Universe (Extended Mix),200.0,235.1020625,196.0,100.0
Love to Rise in the Summer Morning,0.0,13.427512413455485,142.99,142.86
Love to Rise in the Summer Morning,13.427512413455485,15.924910956639668,144.15,142.86
Love to Rise in the Summer Morning,15.924910956639668,55.924910956639664,142.99,142.86
Love to Rise in the Summer Morning,55.924910956639664,95.92491095663966,142.99,142.86
Love to Rise in the Summer Morning,95.92491095663966,98.79783913343523,142.99,142.86
Love to Rise in the Summer Morning,99.0277241909065,112.45523660436199,142.99,142.86
Love to Rise in the Summer Morning,112.45523660436199,114.95263514754618,144.15,142.86
Love to Rise in the Summer Morning,114.95263514754618,147.7026875,142.99,142.86
Named 'The Moon',0.0,40.0,120.0,120.0
Named 'The Moon',40.0,80.0,120.0,120.0
Named 'The Moon',80.0,120.0,120.0,120.0
Named 'The Moon',120.0,150.0,120.0,120.0
Need Your Love -SF_Dubstep Mix-,0.0,14.794520547945204,146.0,157.89
Need Your Love -SF_Dubstep Mix-,15.410958904109588,17.46575342465753,146.0,157.89
Need Your Love -SF_Dubstep Mix-,19.452054794520556,20.684931506849324,146.0,157.89
Need Your Love -SF_Dubstep Mix-,22.32876712328769,23.972602739726046,146.0,157.89
Need Your Love -SF_Dubstep Mix-,25.506794520547967,27.150630136986322,146.0,157.89
Need Your Love -SF_Dubstep Mix-,28.630082191780847,30.68487671232879,146.0,157.89
Need Your Love -SF_Dubstep Mix-,32.46241095890412,33.489808219178094,146.0,157.89
Need Your Love -SF_Dubstep Mix-,35.13035616438351,36.774191780821866,146.0,157.89
Need Your Love -SF_Dubstep Mix-,38.00706849315061,41.705698630136915,146.0,157.89
Need Your Love -SF_Dubstep Mix-,42.93857534246565,44.99336986301359,146.0,157.89
Need Your Love -SF_Dubstep Mix-,46.22624657534232,48.28104109589027,146.0,157.89
Need Your Love -SF_Dubstep Mix-,49.513917808219,51.56871232876694,146.0,157.89
Need Your Love -SF_Dubstep Mix-,52.801589041095674,61.22624657534225,146.0,157.89
Need Your Love -SF_Dubstep Mix-,63.589261329521165,77.253644891165,146.0,157.89
Need Your Love -SF_Dubstep Mix-,77.80159009664445,80.26734352130198,146.0,157.89
Need Your Love -SF_Dubstep Mix-,80.81528872678143,83.28104215143897,146.0,157.89
Need Your Love -SF_Dubstep Mix-,83.82898735691842,88.76049420623349,146.0,157.89
Need Your Love -SF_Dubstep Mix-,89.41802845280883,111.81528872678143,146.0,157.89
