song_name,window_start,window_end,actual_bpm,pred_bpm,acc0,acc1,acc2,rmse
song_1,0.0,40.0,101.25388153443323,104.16666666666669,0,1,0,2.912785132233452
song_1,40.0,80.0,101.25388153443323,98.6842105263158,0,1,0,2.5696710081174388
song_1,80.0,120.0,101.25388153443323,98.6842105263158,0,1,0,2.5696710081174388
song_1,120.0,160.0,101.25388153443323,104.16666666666669,0,1,0,2.912785132233452
song_1,160.0,185.48064161403428,101.25388153443323,98.6842105263158,0,1,0,2.5696710081174388
song_2,0.0,40.0,90.1965724615242,89.28571428571429,0,1,0,0.9108581758099064
song_2,40.0,80.0,90.1965724615242,89.28571428571429,0,1,0,0.9108581758099064
song_2,80.0,120.0,90.1965724615242,89.28571428571429,0,1,0,0.9108581758099064
song_2,120.0,160.0,90.1965724615242,89.28571428571429,0,1,0,0.9108581758099064
song_2,160.0,200.0,90.1965724615242,89.28571428571429,0,1,0,0.9108581758099064
song_3,0.0,40.0,92.02419995818936,93.75,0,1,0,1.7258000418106434
song_3,40.0,80.0,92.02419995818936,93.75,0,1,0,1.7258000418106434
song_3,80.0,120.0,92.02419995818936,93.75,0,1,0,1.7258000418106434
song_3,120.0,160.0,92.02419995818936,93.75,0,1,0,1.7258000418106434
song_3,160.0,200.0,92.02419995818936,93.75,0,1,0,1.7258000418106434
song_3,200.0,208.81385180758903,92.02419995818936,93.75,0,1,0,1.7258000418106434
song_4,0.0,40.0,127.75588251267862,125.0,0,1,0,2.7558825126786246
song_4,40.0,80.0,127.75588251267862,125.0,0,1,0,2.7558825126786246
song_4,80.0,120.0,127.75588251267862,125.0,0,1,0,2.7558825126786246
song_4,120.0,160.0,127.75588251267862,125.0,0,1,0,2.7558825126786246
song_4,160.0,200.0,127.75588251267862,125.0,0,1,0,2.7558825126786246
song_4,200.0,226.6269605718369,127.75588251267862,125.0,0,1,0,2.7558825126786246
song_5,0.0,40.0,81.091640464019,81.52173913043478,0,1,0,0.43009866641578753
song_5,40.0,80.0,81.091640464019,81.52173913043478,0,1,0,0.43009866641578753
song_5,80.0,120.0,81.091640464019,81.52173913043478,0,1,0,0.43009866641578753
song_5,120.0,160.0,81.091640464019,81.52173913043478,0,1,0,0.43009866641578753
song_5,160.0,200.0,81.091640464019,81.52173913043478,0,1,0,0.43009866641578753
song_5,200.0,222.0336875,81.091640464019,81.52173913043478,0,1,0,0.43009866641578753
song_6,0.0,40.0,100.34903781204746,98.6842105263158,0,1,0,1.6648272857316613
song_6,40.0,80.0,100.34903781204746,98.6842105263158,0,1,0,1.6648272857316613
song_6,80.0,120.0,100.34903781204746,98.6842105263158,0,1,0,1.6648272857316613
song_6,120.0,160.0,100.34903781204746,98.6842105263158,0,1,0,1.6648272857316613
song_6,160.0,200.0,100.34903781204746,98.6842105263158,0,1,0,1.6648272857316613
song_6,200.0,219.3724506269573,100.34903781204746,98.6842105263158,0,1,0,1.6648272857316613
song_7,0.0,40.0,98.84091573749802,98.6842105263158,1,0,0,0.1567052111822278
song_7,40.0,80.0,98.84091573749802,98.6842105263158,1,0,0,0.1567052111822278
song_7,80.0,120.0,98.84091573749802,98.6842105263158,1,0,0,0.1567052111822278
song_7,120.0,160.0,98.84091573749802,98.6842105263158,1,0,0,0.1567052111822278
song_7,160.0,200.0,98.84091573749802,98.6842105263158,1,0,0,0.1567052111822278
song_7,200.0,219.5993985308658,98.84091573749802,98.6842105263158,1,0,0,0.1567052111822278
song_8,0.0,40.0,154.02639497330148,78.125,0,0,1,75.90139497330148
song_8,40.0,80.0,154.02639497330148,78.125,0,0,1,75.90139497330148
song_8,80.0,120.0,154.02639497330148,78.125,0,0,1,75.90139497330148
song_8,120.0,160.0,154.02639497330148,78.125,0,0,1,75.90139497330148
song_8,160.0,200.0,154.02639497330148,78.125,0,0,1,75.90139497330148
song_8,200.0,231.27299114611031,154.02639497330148,78.125,0,0,1,75.90139497330148
song_9,0.0,40.0,121.84370609407932,125.0,0,1,0,3.156293905920677
song_9,40.0,80.0,121.84370609407932,125.0,0,1,0,3.156293905920677
song_9,80.0,120.0,121.84370609407932,125.0,0,1,0,3.156293905920677
song_9,120.0,160.0,121.84370609407932,125.0,0,1,0,3.156293905920677
song_9,160.0,200.0,121.84370609407932,125.0,0,1,0,3.156293905920677
song_9,200.0,211.7915326024007,121.84370609407932,125.0,0,1,0,3.156293905920677
song_10,0.0,40.0,140.5120364535958,69.44444444444444,0,0,1,71.06759200915137
song_10,40.0,80.0,140.5120364535958,69.44444444444444,0,0,1,71.06759200915137
song_10,80.0,120.0,140.5120364535958,69.44444444444444,0,0,1,71.06759200915137
song_10,120.0,160.0,140.5120364535958,69.44444444444444,0,0,1,71.06759200915137
song_10,160.0,200.0,140.5120364535958,69.44444444444444,0,0,1,71.06759200915137
song_10,200.0,212.7633125,140.5120364535958,69.44444444444444,0,0,1,71.06759200915137
song_11,0.0,40.0,132.7993576625832,133.92857142857142,0,1,0,1.1292137659882258
song_11,40.0,60.0,132.7993576625832,133.92857142857142,0,1,0,1.1292137659882258
song_11,60.0,100.0,116.30815673777438,117.1875,0,1,0,0.8793432622256177
song_11,100.0,120.0,116.30815673777438,117.1875,0,1,0,0.8793432622256177
song_11,120.0,160.0,165.87878771225036,81.52173913043478,0,0,1,84.35704858181558
song_11,160.0,180.0,165.87878771225036,81.52173913043478,0,0,1,84.35704858181558
song_11,180.0,186.55330312849435,83.39166337773565,85.22727272727273,0,1,0,1.83560934953708
song_12,0.0,40.0,115.70064910368023,117.1875,0,1,0,1.4868508963197655
song_12,40.0,60.0,115.70064910368023,117.1875,0,1,0,1.4868508963197655
song_12,60.0,100.0,154.7173714940805,78.125,0,0,1,76.59237149408051
song_12,100.0,120.0,154.7173714940805,78.125,0,0,1,76.59237149408051
song_12,120.0,160.0,157.41802465639722,78.125,0,0,1,79.29302465639722
song_12,160.0,180.0,157.41802465639722,78.125,0,0,1,79.29302465639722
song_12,180.0,199.44198723898904,124.03636332727488,125.0,0,1,0,0.9636366727251158
song_13,0.0,40.0,145.52992499025703,72.11538461538461,0,0,1,73.41454037487242
song_13,40.0,60.0,145.52992499025703,72.11538461538461,0,0,1,73.41454037487242
song_13,60.0,100.0,91.28824315332773,89.28571428571429,0,1,0,2.002528867613435
song_13,100.0,120.0,91.28824315332773,89.28571428571429,0,1,0,2.002528867613435
song_13,120.0,160.0,158.14282288947626,78.125,0,0,1,80.01782288947626
song_13,160.0,180.0,158.14282288947626,78.125,0,0,1,80.01782288947626
song_13,180.0,220.0,128.37267684604558,64.65517241379311,0,0,1,63.71750443225247
song_13,220.0,233.18218298457813,128.37267684604558,64.65517241379311,0,0,1,63.71750443225247
song_14,0.0,40.0,157.13979149238594,78.125,0,0,1,79.01479149238594
song_14,40.0,60.0,157.13979149238594,78.125,0,0,1,79.01479149238594
song_14,60.0,100.0,99.63407373608868,98.6842105263158,0,1,0,0.9498632097728859
song_14,100.0,120.0,99.63407373608868,98.6842105263158,0,1,0,0.9498632097728859
song_14,120.0,160.0,142.9606633786096,72.11538461538461,0,0,1,70.845278763225
song_14,160.0,180.0,142.9606633786096,72.11538461538461,0,0,1,70.845278763225
song_14,180.0,220.0,158.9595756059105,78.125,0,0,1,80.83457560591049
song_14,220.0,224.06494643660665,158.9595756059105,78.125,0,0,1,80.83457560591049
song_15,0.0,40.0,140.98888994779037,69.44444444444444,0,0,1,71.54444550334593
song_15,40.0,60.0,140.98888994779037,69.44444444444444,0,0,1,71.54444550334593
song_15,60.0,100.0,87.51100470809281,89.28571428571429,0,1,0,1.7747095776214792
song_15,100.0,120.0,87.51100470809281,89.28571428571429,0,1,0,1.7747095776214792
song_15,120.0,160.0,85.21856034094975,85.22727272727273,1,0,0,0.008712386322983434
song_15,160.0,180.0,85.21856034094975,85.22727272727273,1,0,0,0.008712386322983434
song_15,180.0,214.10746138698332,114.09603509894362,117.1875,0,1,0,3.0914649010563835
song_16,0.0,40.0,96.4921345577571,98.6842105263158,0,1,0,2.1920759685586972
song_16,40.0,60.0,96.4921345577571,98.6842105263158,0,1,0,2.1920759685586972
song_16,60.0,100.0,123.37541701404444,62.5,0,0,1,60.875417014044444
song_16,100.0,120.0,123.37541701404444,62.5,0,0,1,60.875417014044444
song_16,120.0,160.0,107.77187440847636,110.29411764705884,0,1,0,2.522243238582476
song_16,160.0,180.0,107.77187440847636,110.29411764705884,0,1,0,2.522243238582476
song_16,180.0,199.03602965825647,156.1548226600815,78.125,0,0,1,78.02982266008149
song_17,0.0,40.0,119.3922474026654,117.1875,0,1,0,2.2047474026654044
song_17,40.0,60.0,119.3922474026654,117.1875,0,1,0,2.2047474026654044
song_17,60.0,100.0,91.29504257364952,89.28571428571429,0,1,0,2.009328287935233
song_17,100.0,120.0,91.29504257364952,89.28571428571429,0,1,0,2.009328287935233
song_17,120.0,160.0,137.00348962777983,69.44444444444444,0,0,1,67.55904518333539
song_17,160.0,180.0,137.00348962777983,133.92857142857142,0,1,0,3.074918199208412
song_17,180.0,187.7092808516996,109.45811849783544,110.29411764705884,0,1,0,0.8359991492233974
song_18,0.0,40.0,167.91200775734188,85.22727272727273,0,0,1,82.68473503006915
song_18,40.0,60.0,167.91200775734188,85.22727272727273,0,0,1,82.68473503006915
song_18,60.0,100.0,158.9869975949287,78.125,0,0,1,80.86199759492871
song_18,100.0,120.0,158.9869975949287,78.125,0,0,1,80.86199759492871
song_18,120.0,160.0,143.54319357010854,72.11538461538461,0,0,1,71.42780895472393
song_18,160.0,180.0,143.54319357010854,72.11538461538461,0,0,1,71.42780895472393
song_18,180.0,220.0,83.56136769807274,85.22727272727273,0,1,0,1.6659050291999904
song_18,220.0,235.43171070369277,83.56136769807274,85.22727272727273,0,1,0,1.6659050291999904
song_19,0.0,40.0,131.62940529582607,133.92857142857142,0,1,0,2.2991661327453414
song_19,40.0,60.0,131.62940529582607,133.92857142857142,0,1,0,2.2991661327453414
song_19,60.0,100.0,163.30061504526063,81.52173913043478,0,0,1,81.77887591482585
song_19,100.0,120.0,163.30061504526063,81.52173913043478,0,0,1,81.77887591482585
song_19,120.0,160.0,128.8298846509945,64.65517241379311,0,0,1,64.17471223720139
song_19,160.0,180.0,128.8298846509945,64.65517241379311,0,0,1,64.17471223720139
song_19,180.0,217.44345142210636,131.38902441186067,133.92857142857142,0,1,0,2.539547016710742
song_20,0.0,40.0,111.47715565427808,110.29411764705884,0,1,0,1.1830380072192384
song_20,40.0,60.0,111.47715565427808,110.29411764705884,0,1,0,1.1830380072192384
song_20,60.0,100.0,168.71226723305256,85.22727272727273,0,0,1,83.48499450577982
song_20,100.0,120.0,168.71226723305256,85.22727272727273,0,0,1,83.48499450577982
song_20,120.0,160.0,147.16569991413405,75.0,0,0,1,72.16569991413405
song_20,160.0,180.0,147.16569991413405,75.0,0,0,1,72.16569991413405
song_20,180.0,202.80772308562308,161.53844030306192,81.52173913043478,0,0,1,80.01670117262714
song_21,0.0,40.0,126.36634725757524,125.0,0,1,0,1.3663472575752422
song_21,40.0,80.0,124.89597342776622,125.0,1,0,0,0.10402657223377787
song_21,80.0,120.0,133.81796824874476,133.92857142857142,1,0,0,0.11060317982665424
song_21,120.0,160.0,125.97594928908538,125.0,0,1,0,0.9759492890853778
song_21,160.0,200.0,91.20755053902376,89.28571428571429,0,1,0,1.9218362533094648
song_21,200.0,215.6012056775539,125.36391380532127,125.0,1,0,0,0.3639138053212747
song_22,0.0,40.0,120.23187743514156,60.483870967741936,0,0,1,59.74800646739962
song_22,40.0,80.0,145.7804006737796,72.11538461538461,0,0,1,73.665016058395
song_22,80.0,120.0,90.36685092049788,89.28571428571429,0,1,0,1.08113663478359
song_22,120.0,160.0,106.44948231971895,104.16666666666669,0,1,0,2.2828156530522676
song_22,160.0,200.0,106.05647185936571,104.16666666666669,0,1,0,1.8898051926990291
song_22,200.0,231.60723853340625,121.38912134536812,60.483870967741936,0,0,1,60.90525037762619
song_23,0.0,40.0,158.16917894794472,78.125,0,0,1,80.04417894794472
song_23,40.0,80.0,143.06475513348457,72.11538461538461,0,0,1,70.94937051809995
song_23,80.0,120.0,123.12845852236478,125.0,0,1,0,1.871541477635219
song_23,120.0,160.0,104.30440041829668,104.16666666666669,1,0,0,0.13773375162999457
song_23,160.0,200.0,112.12723398025636,110.29411764705884,0,1,0,1.8331163331975233
song_23,200.0,203.6893329878771,95.46438637229944,187.5,0,0,1,92.03561362770056
song_24,0.0,40.0,81.35649889643788,81.52173913043478,0,1,0,0.16524023399689725
song_24,40.0,80.0,147.70797440957625,75.0,0,0,1,72.70797440957625
song_24,80.0,120.0,157.47226258117814,78.125,0,0,1,79.34726258117814
