actual_bpm,rmse
60.0,62.95128592808887
61.0,69.86155666745482
62.0,68.8645965322934
63.0,66.31092913104312
64.0,70.34336255508089
65.0,83.05358705210885
66.0,65.85068041494418
67.0,64.9287291317693
68.0,74.34868608268893
69.0,77.11499205731658
70.0,63.340858851139686
71.0,72.25170855342377
72.0,70.43203351064376
73.0,73.15204865362433
74.0,54.66026344612693
75.0,70.3996366783554
76.0,70.22503510540636
77.0,73.0
78.0,68.27721272707151
79.0,71.0
80.0,70.0
81.0,74.3530860153094
82.0,75.88999999999999
83.0,35.23763707552859
84.0,70.492442857373
85.0,69.98861304209103
86.0,56.922032055552386
87.0,70.05722803537118
88.0,55.01678491353545
89.0,54.06672790789791
90.0,41.48271527596363
91.0,32.9012132501726
92.0,43.68929413737675
93.0,53.79074682921259
94.0,30.840500968693746
95.0,51.881274720911264
96.0,48.05199764606855
97.0,24.598800557931455
98.0,28.354871225632856
99.0,1.0
100.0,27.24756564049958
101.0,2.5940637360455634
102.0,13.74990747443617
103.0,3.0
104.0,13.491147714952454
105.0,5.0
106.0,4.041658075592243
107.0,7.0
108.0,0.8599999999999994
109.0,1.8599999999999994
110.0,2.8599999999999994
111.0,5.1660945919846775
112.0,3.0420643575630595
113.0,1.8900000000000006
114.0,2.763275029541737
115.0,3.8900000000000006
116.0,0.6200000000000045
117.0,1.6200000000000045
118.0,2.6200000000000045
119.0,3.6200000000000045
120.0,4.355777772109137
121.0,1.0
122.0,2.0
123.0,3.0
124.0,4.0
125.0,0.0
126.0,1.0
127.0,2.0
128.0,3.0
129.0,4.0
130.0,0.4300000000000068
131.0,0.5699999999999932
132.0,1.5699999999999932
133.0,2.569999999999993
134.0,3.569999999999993
135.0,1.3600000000000136
136.0,0.36000000000001364
137.0,0.6399999999999864
138.0,4.860000000000014
139.0,3.7441272532980197
140.0,2.8600000000000136
141.0,1.8600000000000136
142.0,0.8600000000000136
143.0,0.13999999999998636
144.0,1.1399999999999864
145.0,2.1399999999999864
146.0,3.1399999999999864
147.0,4.139999999999986
148.0,2.547757183615945
149.0,1.0
150.0,0.0
151.0,1.0
152.0,2.0
153.0,3.0
154.0,4.0
155.0,5.0
156.0,1.8899999999999864
157.0,0.8899999999999864
158.0,0.11000000000001364
159.0,1.1100000000000136
160.0,2.1100000000000136
161.0,3.1100000000000136
162.0,4.110000000000014
163.0,5.110000000000014
164.0,6.110000000000014
165.0,1.6699999999999875
166.0,2.0973846147576767
167.0,0.3300000000000125
168.0,1.3300000000000125
169.0,2.3300000000000125
170.0,3.3300000000000125
171.0,4.3300000000000125
172.0,5.241417323163237
173.0,5.254713228246732
174.0,2.469999999999999
175.0,1.4699999999999989
176.0,0.46999999999999886
177.0,0.5300000000000011
178.0,1.5300000000000011
179.0,2.530000000000001
180.0,3.530000000000001
181.0,4.530000000000001
182.0,30.80771061493102
183.0,68.77774518936582
184.0,69.56655015163538
185.0,76.83772120514767
186.0,76.8803597228259
187.0,71.62203300040505
188.0,88.8599084702057
189.0,95.25
190.0,96.25
191.0,91.69560149392845
192.0,92.64313250317046
193.0,99.25
194.0,97.23
195.0,98.23
196.0,98.16514282914616
197.0,98.80748087962661
198.0,99.80735026372892
199.0,99.36407404646364
200.0,100.36402238296793
201.0,101.0
202.0,102.0
203.0,103.0
204.0,104.0
205.0,105.0
206.0,104.86261249844961
207.0,107.0
208.0,104.55
209.0,109.0
210.0,106.55
211.0,107.55
212.0,108.55
213.0,109.55
214.0,106.86
215.0,107.86
216.0,108.86
217.0,109.86
218.0,110.86
219.0,111.86
220.0,112.86
221.0,109.89
222.0,114.86
223.0,111.89
224.0,112.89
225.0,113.89
226.0,114.89
227.0,115.89
228.0,112.62
229.0,117.4232237109281
230.0,114.62
231.0,115.62
232.0,116.62
233.0,117.62
234.0,118.62
235.0,119.62
236.0,120.62
237.0,118.56000506072864
238.0,121.09958546584707
239.0,122.6083787240225
240.0,120.0
