actual_bpm,rmse
60.0,58.404718226450775
61.0,57.473665467083464
62.0,59.10066741491917
63.0,51.094683350292584
64.0,58.46556441378311
65.0,53.77421934967226
66.0,55.24591488165538
67.0,51.941206078496954
68.0,51.61395160225576
69.0,48.86375616616744
70.0,49.21607686744467
71.0,49.44581770876975
72.0,47.41776507222208
73.0,47.994212614068836
74.0,47.35680169380811
75.0,50.853821007974524
76.0,51.255352024067804
77.0,41.74126655161931
78.0,40.18153251875239
79.0,41.27011294171876
80.0,42.589774463935456
81.0,43.2357876455759
82.0,38.72409528388695
83.0,34.60250472629595
84.0,38.591881702416806
85.0,38.297084310253524
86.0,37.459607875980524
87.0,36.0493488922554
88.0,35.270384177096794
89.0,34.46254004954752
90.0,34.19714088113865
91.0,31.568268174791527
92.0,32.627527573439515
93.0,28.907899727698425
94.0,29.44675043381037
95.0,30.368111930480996
96.0,24.875244275740847
97.0,27.408433414228952
98.0,26.783079235467557
99.0,27.57615717326191
100.0,25.603819159562025
101.0,25.839246635044656
102.0,26.375493676264462
103.0,26.803813990632833
104.0,24.138489320308896
105.0,24.03700850309326
106.0,24.057800767688178
107.0,22.87890828786296
108.0,22.659312532476452
109.0,22.46973272847029
110.0,21.92157739660984
111.0,21.702534414210707
112.0,21.34635019544715
113.0,21.123972690339812
114.0,20.149441679609886
115.0,20.816659994661325
116.0,21.197484127446195
117.0,20.264912204760886
118.0,20.71231517720798
119.0,20.773915267843844
120.0,19.72026594366539
121.0,21.039645117412668
122.0,12.31981240838422
123.0,17.081503967091944
124.0,16.529435024289917
125.0,13.017082793177758
126.0,16.862186493255653
127.0,9.521904571390467
128.0,10.959521481849064
129.0,15.825436627292293
130.0,16.666666666666668
131.0,9.092121131323903
132.0,23.853720883753127
133.0,13.021349989749739
134.0,14.847371634213392
135.0,19.0029237516523
136.0,19.60442127004348
137.0,30.913858812297544
138.0,20.698899595013366
139.0,13.097921802925667
140.0,30.595932917809698
141.0,22.17105219775452
142.0,22.708295107001465
143.0,18.577166390790364
144.0,36.58171978218386
145.0,18.333333333333332
146.0,25.141819964177436
147.0,20.537229067665816
148.0,24.935472279020058
149.0,23.96525262402492
150.0,25.658007197234422
151.0,25.317977802344327
152.0,31.191166840772226
153.0,13.666666666666666
154.0,8.844332774281067
155.0,10.671873729054747
156.0,15.719768163402128
157.0,18.01542548916221
158.0,13.148721948877347
159.0,23.96525262402492
160.0,37.26779962499649
161.0,25.49291840666519
162.0,20.38790491116404
163.0,39.21592646985264
164.0,27.8966346038769
165.0,31.97221015541813
166.0,19.275776393067947
167.0,38.27676986255647
168.0,22.350739485653612
169.0,23.30712814188445
170.0,23.094010767585033
171.0,29.606680927715548
172.0,26.195843605851334
173.0,25.99358895317587
174.0,26.964997888208913
175.0,27.938424357067017
176.0,38.36085968217547
177.0,41.02979946873302
178.0,49.28488612140643
179.0,33.01346526629534
180.0,60.36923425424944
181.0,42.95863643604676
182.0,49.77281721314691
183.0,49.42558941367203
184.0,37.923900408874374
185.0,38.908725099762506
186.0,67.61738763891364
187.0,39.72264957035078
188.0,66.98341419917155
189.0,57.473665467083464
190.0,59.254629448770594
191.0,52.79835856034415
192.0,53.7442503384729
193.0,43.0
194.0,44.0
195.0,75.1480021173033
196.0,51.34199061197374
197.0,64.97948394172835
198.0,52.191953402799555
199.0,72.45611698737994
200.0,57.735026918962575
201.0,74.3632226903117
202.0,61.92827392323406
203.0,56.726439064063314
204.0,57.719628858435634
205.0,72.2841614740048
206.0,82.61624806564653
207.0,58.19602888323032
208.0,62.053740150507174
209.0,62.688825869439356
210.0,62.53887679764573
211.0,89.24622618849992
212.0,72.66055020129944
213.0,65.5243805346105
214.0,67.66256145182669
215.0,94.22196016735046
216.0,81.95120499419151
217.0,76.50780642813153
218.0,91.86705370020067
219.0,82.95179322956196
220.0,89.06926143924925
221.0,73.49149610669251
222.0,74.48788119180492
223.0,79.27518877653687
224.0,76.48093444338487
225.0,88.8350531415762
226.0,83.33599995733469
227.0,80.60948386442435
228.0,88.21753416035462
229.0,101.33771920333186
230.0,95.46668994413123
231.0,103.30322141906106
232.0,94.7018713882912
233.0,105.27002316793597
234.0,105.59829544078825
235.0,105.93499054713803
236.0,106.63489110042735
237.0,105.99318636382036
238.0,100.94332843509548
239.0,113.68523797456437
240.0,105.31698185319719
