actual_bpm,rmse
60.0,0.48387096774193594
61.0,0.5161290322580641
62.0,0.5
63.0,0.5
64.0,0.6551724137931103
65.0,0.3448275862068897
66.0,0.9642857142857082
67.0,0.035714285714291805
68.0,1.0357142857142918
69.0,0.44444444444444287
70.0,0.5555555555555571
71.0,1.1153846153846132
72.0,0.1153846153846132
73.0,0.8846153846153868
74.0,1.0
75.0,0.0
76.0,1.0
77.0,1.125
78.0,0.125
79.0,0.875
80.0,1.5217391304347814
81.0,0.5217391304347814
82.0,0.4782608695652186
83.0,1.4782608695652186
84.0,1.2272727272727337
85.0,0.22727272727273373
86.0,0.7727272727272663
87.0,1.7727272727272663
88.0,1.2857142857142918
89.0,0.2857142857142918
90.0,0.7142857142857082
91.0,1.7142857142857082
92.0,1.75
93.0,0.75
94.0,0.25
95.0,1.25
96.0,2.25
97.0,1.6842105263157947
98.0,0.6842105263157947
99.0,0.3157894736842053
100.0,1.3157894736842053
101.0,2.3157894736842053
102.0,2.1666666666666856
103.0,1.1666666666666856
104.0,0.16666666666668561
105.0,0.8333333333333144
106.0,1.8333333333333144
107.0,2.8333333333333144
108.0,2.2941176470588402
109.0,1.2941176470588402
110.0,0.29411764705884025
111.0,0.7058823529411598
112.0,1.7058823529411598
113.0,2.7058823529411598
114.0,57.18181818181818
115.0,2.1875
116.0,1.1875
117.0,0.1875
118.0,0.8125
119.0,1.8125
120.0,2.8125
121.0,60.516129032258064
122.0,3.0
123.0,2.0
124.0,1.0
125.0,0.0
126.0,1.0
127.0,2.0
128.0,63.34482758620689
129.0,64.34482758620689
130.0,65.34482758620689
131.0,66.34482758620689
132.0,65.03571428571429
133.0,66.03571428571429
134.0,67.03571428571429
135.0,1.0714285714285836
136.0,69.03571428571429
137.0,67.55555555555556
138.0,68.55555555555556
139.0,69.55555555555556
140.0,70.55555555555556
141.0,71.55555555555556
142.0,69.88461538461539
143.0,70.88461538461539
144.0,71.88461538461539
145.0,72.88461538461539
146.0,73.88461538461539
147.0,2.7692307692307736
148.0,73.0
149.0,74.0
150.0,75.0
151.0,76.0
152.0,77.0
153.0,74.875
154.0,75.875
155.0,76.875
156.0,77.875
157.0,78.875
158.0,79.875
159.0,80.875
160.0,78.47826086956522
161.0,79.47826086956522
162.0,80.47826086956522
163.0,81.47826086956522
164.0,82.47826086956522
165.0,83.47826086956522
166.0,84.47826086956522
167.0,81.77272727272727
168.0,82.77272727272727
169.0,83.77272727272727
170.0,84.77272727272727
171.0,85.77272727272727
172.0,86.77272727272727
173.0,87.77272727272727
174.0,88.77272727272727
175.0,85.71428571428571
176.0,86.71428571428571
177.0,87.71428571428571
178.0,88.71428571428571
179.0,89.71428571428571
180.0,90.71428571428571
181.0,91.71428571428571
182.0,92.71428571428571
183.0,89.25
184.0,90.25
185.0,91.25
186.0,92.25
187.0,93.25
188.0,94.25
189.0,95.25
190.0,96.25
191.0,97.25
192.0,98.25
193.0,94.3157894736842
194.0,95.3157894736842
195.0,96.3157894736842
196.0,97.3157894736842
197.0,98.3157894736842
198.0,99.3157894736842
199.0,100.3157894736842
200.0,101.3157894736842
201.0,102.3157894736842
202.0,103.3157894736842
203.0,98.83333333333331
204.0,99.83333333333331
205.0,100.83333333333331
206.0,101.83333333333331
207.0,102.83333333333331
208.0,103.83333333333331
209.0,104.83333333333331
210.0,105.83333333333331
211.0,106.83333333333331
212.0,107.83333333333331
213.0,108.83333333333331
214.0,109.83333333333331
215.0,104.70588235294116
216.0,105.70588235294116
217.0,106.70588235294116
218.0,107.70588235294116
219.0,108.70588235294116
220.0,109.70588235294116
221.0,110.70588235294116
222.0,111.70588235294116
223.0,112.70588235294116
224.0,113.70588235294116
225.0,114.70588235294116
226.0,115.70588235294116
227.0,116.70588235294116
228.0,110.8125
229.0,111.8125
230.0,112.8125
231.0,113.8125
232.0,114.8125
233.0,115.8125
234.0,116.8125
235.0,117.8125
236.0,118.8125
237.0,119.8125
238.0,120.8125
239.0,121.8125
240.0,122.8125
