song_name,window_start,window_end,actual_bpm,pred_bpm
song_1,0.0,20.0,101.25388153443325,100.0
song_1,20.0,40.0,101.25388153443325,100.0
song_1,40.0,60.0,101.25388153443325,120.0
song_1,60.0,80.0,101.25388153443325,100.0
song_1,80.0,100.0,101.25388153443325,100.0
song_1,100.0,120.0,101.25388153443325,100.0
song_1,120.0,140.0,101.25388153443325,120.0
song_1,140.0,160.0,101.25388153443325,100.0
song_1,160.0,180.0,101.25388153443325,100.0
song_1,180.0,185.48064161403428,101.25388153443325,100.0
song_2,0.0,20.0,90.1965724615242,120.0
song_2,20.0,40.0,90.1965724615242,115.38
song_2,40.0,60.0,90.1965724615242,120.0
song_2,60.0,80.0,90.1965724615242,120.0
song_2,80.0,100.0,90.1965724615242,120.0
song_2,100.0,120.0,90.1965724615242,157.89
song_2,120.0,140.0,90.1965724615242,100.0
song_2,140.0,160.0,90.1965724615242,150.0
song_2,160.0,180.0,90.1965724615242,120.0
song_2,180.0,200.0,90.1965724615242,115.38
song_3,0.0,20.0,92.02419995818936,100.0
song_3,20.0,40.0,92.02419995818936,100.0
song_3,40.0,60.0,92.02419995818936,115.38
song_3,60.0,80.0,92.02419995818936,115.38
song_3,80.0,100.0,92.02419995818936,115.38
song_3,100.0,120.0,92.02419995818936,115.38
song_3,120.0,140.0,92.02419995818936,115.38
song_3,140.0,160.0,92.02419995818936,157.89
song_3,160.0,180.0,92.02419995818936,100.0
song_3,180.0,200.0,92.02419995818936,120.0
song_3,200.0,208.81385180758906,92.02419995818936,166.67
song_4,0.0,20.0,127.75588251267862,125.0
song_4,20.0,40.0,127.75588251267862,125.0
song_4,40.0,60.0,127.75588251267862,125.0
song_4,60.0,80.0,127.75588251267862,125.0
song_4,80.0,100.0,127.75588251267862,125.0
song_4,100.0,120.0,127.75588251267862,125.0
song_4,120.0,140.0,127.75588251267862,125.0
song_4,140.0,160.0,127.75588251267862,125.0
song_4,160.0,180.0,127.75588251267862,125.0
song_4,180.0,200.0,127.75588251267862,125.0
song_4,200.0,220.0,127.75588251267862,125.0
song_4,220.0,226.6269605718369,127.75588251267862,125.0
song_5,0.0,20.0,81.091640464019,150.0
song_5,20.0,40.0,81.091640464019,120.0
song_5,40.0,60.0,81.091640464019,120.0
song_5,60.0,80.0,81.091640464019,150.0
song_5,80.0,100.0,81.091640464019,150.0
song_5,100.0,120.0,81.091640464019,150.0
song_5,120.0,140.0,81.091640464019,130.43
song_5,140.0,160.0,81.091640464019,150.0
song_5,160.0,180.0,81.091640464019,150.0
song_5,180.0,200.0,81.091640464019,150.0
song_5,200.0,220.0,81.091640464019,150.0
song_5,220.0,222.0336875,81.091640464019,176.47
song_6,0.0,20.0,100.34903781204746,120.0
song_6,20.0,40.0,100.34903781204746,120.0
song_6,40.0,60.0,100.34903781204746,120.0
song_6,60.0,80.0,100.34903781204746,100.0
song_6,80.0,100.0,100.34903781204746,100.0
song_6,100.0,120.0,100.34903781204746,100.0
song_6,120.0,140.0,100.34903781204746,100.0
song_6,140.0,160.0,100.34903781204746,120.0
song_6,160.0,180.0,100.34903781204746,100.0
song_6,180.0,200.0,100.34903781204746,100.0
song_6,200.0,219.3724506269573,100.34903781204746,120.0
song_7,0.0,20.0,98.84091573749802,100.0
song_7,20.0,40.0,98.84091573749802,120.0
song_7,40.0,60.0,98.84091573749802,120.0
song_7,60.0,80.0,98.84091573749802,120.0
song_7,80.0,100.0,98.84091573749802,115.38
song_7,100.0,120.0,98.84091573749802,115.38
song_7,120.0,140.0,98.84091573749802,115.38
song_7,140.0,160.0,98.84091573749802,120.0
song_7,160.0,180.0,98.84091573749802,120.0
song_7,180.0,200.0,98.84091573749802,120.0
song_7,200.0,219.5993985308658,98.84091573749802,120.0
song_8,0.0,20.0,154.02639497330148,157.89
song_8,20.0,40.0,154.02639497330148,150.0
song_8,40.0,60.0,154.02639497330148,150.0
